accession	serotype	segment	Organism_Name	Host	Collection_Date
HC83KRINXNO.1	R2	VP1	"HC83KRINXNO.1 |R2-RVA/Human-tc/GBR/A64/1987/G10P14 segment VP1, complete sequence"		
R38SKEHT48J.1	R2	VP1	"R38SKEHT48J.1 |R2-RVA/Simian-tc/ZAF/SA11-H96/1958/G3P2 segment VP1, complete sequence"		
N389CNVXQHA.1	R2	VP1	"N389CNVXQHA.1 |R2-RVA/Sheep-tc/ESP/OVR762/2002/G8P14 segment VP1, complete sequence"		
XTQTZ7ZNW6L.1	R2	VP1	"XTQTZ7ZNW6L.1 |R2-RVA/Rabbit-tc/ITA/30-96/1996/G3P14 segment VP1, complete sequence"		
3WN92HXSEGY.1	R1	VP1	"3WN92HXSEGY.1 |R1-RVA/Human-wt/NPL/KTM368/2004/G11P25 segment VP1, complete sequence"		
8TXTNY15C1V.1	R2	VP1	"8TXTNY15C1V.1 |R2-RVA/Human-tc/PHL/L26/1987/G12P4 segment VP1, complete sequence"		
1EIPEHEFUUP.1	R2	VP1	"1EIPEHEFUUP.1 |R2-RVA/Human-wt/BGD/N26/2002/G12P6 segment VP1, complete sequence"		
ALRRKTCCHE7.1	R2	VP1	"ALRRKTCCHE7.1 |R2-RVA/Human-wt/BGD/RV176/2000/G12P6 segment VP1, complete sequence"		
9XZZ8F3W4SF.1	R2	VP1	"9XZZ8F3W4SF.1 |R2-RVA/Human-wt/BGD/RV161/2000/G12P6 segment VP1, complete sequence"		
LXPQXP7ZRCY.1	R2	VP1	"LXPQXP7ZRCY.1 |R2-RVA/Cow-tc/FRA/RF/1982/G6P1 segment VP1, complete sequence"		
2BSVOP4KCIT.1	R2	VP1	"2BSVOP4KCIT.1 |R2-RVA/Cow-tc/GBR/UK/1973/G6P5 segment VP1, complete sequence"		
1740H1SIBJX.1	R2	VP1	"1740H1SIBJX.1 |R2-RVA/Cow-tc/USA/WC3/1981/G6P5 segment VP1, complete sequence"		
FXDUJ9PLX0V.1	R3	VP1	"FXDUJ9PLX0V.1 |R3-RVA/Human-tc/JPN/AU-1/1982/G3P9 segment VP1, complete sequence"		
A1C77A1MHFQ.1	R3	VP1	"A1C77A1MHFQ.1 |R3-RVA/Human-tc/THA/T152/1998/G12P9 segment VP1, complete sequence"		
EBVO8XQEX5H.1	R4	VP1	"EBVO8XQEX5H.1 |R4-RVA/Pigeon-tc/JPN/PO-13/1983/G18P17 segment VP1, complete sequence"		
RTPFCXLDKPR.1	R5	VP1	"RTPFCXLDKPR.1 |R5-RVA/Guanaco-wt/ARG/Chubut/1999/G8P14 segment VP1, complete sequence"		
ON988153.1	R28	VP1	"ON988153.1 |Rotavirus A isolate RVA/Common shrew-wt/GER/KS11-0893/2010/G42P[58] segment VP1, complete sequence"	Sorex araneus	2010
MZ054764.1	R26	VP1	"MZ054764.1 |Rotavirus A isolate RVA/Common shrew-wt/GER/KS14-269/2014/G39P[55] segment 1 segment VP1, complete sequence"	Sorex araneus	2014
LC638698.1	R27	VP1	"LC638698.1 |Rotavirus A RVA/MultimammateMouse-wt/ZMB/MpR12/2012/G41P[57] VP1 gene for RNA-directed RNA polymerase, complete cds"	Mastomys natalensis	2012
MN307986.1	R23	VP1	"MN307986.1 |Rotavirus A isolate RVA/shrew-wt/GER/KS/11/2281/2011 segment VP1, complete sequence"	Sorex araneus	2011
MH285837.1	R22	VP1	"MH285837.1 |Bat rotavirus isolate BatRVA/KEN/BATp39/Rousettus aegyptiacus/2015 VP1 protein (VP1) gene, complete cds"	Rousettus aegyptiacus	2015-03
LC208545.1	R21	VP1	"LC208545.1 |Rotavirus A RVA/Raccoon-tc/JPN/Rac-311/2011/G34P[17] VP1 gene for structural protein VP1, complete cds, strain: RVA/Raccoon-tc/JPN/Rac-311/2011/G34P[17]"	Procyon lotor	2011-08
KX257410.1	R13	VP1	"KX257410.1 |Rotavirus A strain RVA/Human-wt/SUR/2014735512/2013/G20P[28] segment 1 segment VP1, complete sequence"	Homo sapiens	2013-02-15
KX814935.1	R19	VP1	"KX814935.1 |Rotavirus A isolate RVA/Bat-wt/CHN/GLRL1/2005/G33P[48] segment VP1, complete sequence"	Rousettus leschenaultii	2005
KX814956.1	R20	VP1	"KX814956.1 |Rotavirus A isolate RVA/Bat-wt/CHN/YSSK5/2015/G3P[3] segment VP1, complete sequence"	Scotophilus kuhlii	2015
KX268754.1	R15	VP1	"KX268754.1 |Rotavirus A isolate Bat-wt/CMR/BatLi09/2014/G30P42_R15 segment VP1, complete sequence"	Eidolon helvum	2014-04
KX268776.1	R16	VP1	"KX268776.1 |Rotavirus A isolate Bat-wt/CMR/BatLy03/2014/G25P43_R16 segment VP1, complete sequence"	Eidolon helvum	2013-12
KU243542.1	R18	VP1	"KU243542.1 |Rotavirus G28 strain RVA/Shrew/CHN/LW9/2013 VP1 gene, partial cds"	Homo sapiens	2013
LC088218.1	R14	VP1	"LC088218.1 |Rotavirus A VP1 gene for VP1 protein, complete cds, strain: RVA/CommonGull-wt/JPN/Ho374/2013/G28P[39]"	Larus canus	2013
KR632623.1	R12	VP1	"KR632623.1 |Rotavirus A strain human-wt/ITA/ME848/12/2012/G12P9 segment VP1, complete sequence"	Homo sapiens	2012-08
AB971760.1	R10	VP1	"AB971760.1 |Rotavirus A VP1 gene for VP1 protein, complete cds, strain: RVA/SugarGlider-tc/JPN/SG385/2012/G27P[36]"	Petaurus breviceps	2012-02-15
KJ879448.1	R11	VP1	"KJ879448.1 |Rotavirus A/Rat-wt/GER/KS-11-573/2011/G3P[3] segment VP1, complete sequence"	Rattus norvegicus	2010
JF712555.1	R9	VP1	"JF712555.1 |Rotavirus A strain RVA/Horse-tc/GBR/L338/1991/G13P[18] segment VP1, complete sequence"	Equus caballus	1991
HM627553.1	R8	VP1	"HM627553.1 |Human rotavirus A strain B10 VP1 protein (VP1) gene, complete cds"	Homo sapiens	1987
GQ479947.1	R7	VP1	"GQ479947.1 |Murine rotavirus strain ETD_822 segment VP1, complete sequence"	NA	2007-01
FJ169853.1	R6	VP1	"FJ169853.1 |Rotavirus A strain 02V0002G3 segment 1, complete sequence"	Gallus gallus	2002
FJ347111.1	R5	VP1	"FJ347111.1 |Rotavirus A strain RVA/Cow-wt/ARG/B383/1998/G15P[11] segment VP1, complete sequence"	Bos taurus	1998
