accession	serotype	segment	Organism_Name	Host	Collection_Date
MW384060.1	G9	VP7	"MW384060.1 |Human rotavirus A strain RVA/Human-wt/CHN/Fuzhou18-120/2018/G9P[8] segment 9, complete sequence"	Homo sapiens	
MW384071.1	G9	VP7	"MW384071.1 |Human rotavirus A strain RVA/Human-wt/CHN/Fuzhou18-123/2018/G9P[8] segment 9, complete sequence"	Homo sapiens	
MW384082.1	G9	VP7	"MW384082.1 |Human rotavirus A strain RVA/Human-wt/CHN/Fuzhou18-130/2018/G9P[8] segment 9, complete sequence"	Homo sapiens	
MW384093.1	G9	VP7	"MW384093.1 |Human rotavirus A strain RVA/Human-wt/CHN/Fuzhou18-148/2018/G9P[8] segment 9, complete sequence"	Homo sapiens	
MW384104.1	G9	VP7	"MW384104.1 |Human rotavirus A strain RVA/Human-wt/CHN/Fuzhou18-151/2018/G9P[8] segment 9, complete sequence"	Homo sapiens	
MW384115.1	G9	VP7	"MW384115.1 |Human rotavirus A strain RVA/Human-wt/CHN/Fuzhou18-152/2018/G9P[8] segment 9, complete sequence"	Homo sapiens	
MW384126.1	G1	VP7	"MW384126.1 |Human rotavirus A strain RVA/Human-wt/CHN/Fuzhou18-194/2018/G1P[8] segment 9, complete sequence"	Homo sapiens	
MW384137.1	G1	VP7	"MW384137.1 |Human rotavirus A strain RVA/Human-wt/CHN/Fuzhou18-195/2018/G1P[8] segment 9, complete sequence"	Homo sapiens	
MW384148.1	G1	VP7	"MW384148.1 |Human rotavirus A strain RVA/Human-wt/CHN/Fuzhou18-216/2018/G1P[8] segment 9, complete sequence"	Homo sapiens	
MW384159.1	G1	VP7	"MW384159.1 |Human rotavirus A strain RVA/Human-wt/CHN/Fuzhou18-242/2018/G1P[8] segment 9, complete sequence"	Homo sapiens	
MW384302.1	G1	VP7	"MW384302.1 |Human rotavirus A strain RVA/Human-wt/CHN/Fuzhou18-262/2018/G1P[8] segment 9, complete sequence"	Homo sapiens	
MW384170.1	G9	VP7	"MW384170.1 |Human rotavirus A strain RVA/Human-wt/CHN/Fuzhou18-44/2018/G9P[8] segment 9, complete sequence"	Homo sapiens	
MW384181.1	G9	VP7	"MW384181.1 |Human rotavirus A strain RVA/Human-wt/CHN/Fuzhou18-56/2018/G9P[8] segment 9, complete sequence"	Homo sapiens	
MW384192.1	G9	VP7	"MW384192.1 |Human rotavirus A strain RVA/Human-wt/CHN/Fuzhou18-96/2018/G9P[8] segment 9, complete sequence"	Homo sapiens	
MW384203.1	G9	VP7	"MW384203.1 |Human rotavirus A strain RVA/Human-wt/CHN/Fuzhou18-97/2018/G9P[8] segment 9, complete sequence"	Homo sapiens	
MW384214.1	G9	VP7	"MW384214.1 |Human rotavirus A strain RVA/Human-wt/CHN/Fuzhou18-98/2018/G9P[8] segment 9, complete sequence"	Homo sapiens	
MW384225.1	G9	VP7	"MW384225.1 |Human rotavirus A strain RVA/Human-wt/CHN/Fuzhou19-108/2019/G9P[8] segment 9, complete sequence"	Homo sapiens	
MW384236.1	G9	VP7	"MW384236.1 |Human rotavirus A strain RVA/Human-wt/CHN/Fuzhou19-113/2019/G9P[8] segment 9, complete sequence"	Homo sapiens	
MW384247.1	G9	VP7	"MW384247.1 |Human rotavirus A strain RVA/Human-wt/CHN/Fuzhou19-145/2019/G9P[8] segment 9, complete sequence"	Homo sapiens	
MW384258.1	G9	VP7	"MW384258.1 |Human rotavirus A strain RVA/Human-wt/CHN/Fuzhou19-147/2019/G9P[8] segment 9, complete sequence"	Homo sapiens	
MW384313.1	G9	VP7	"MW384313.1 |Human rotavirus A strain RVA/Human-wt/CHN/Fuzhou19-35/2019/G9P[8] segment 9, complete sequence"	Homo sapiens	
MW384324.1	G9	VP7	"MW384324.1 |Human rotavirus A strain RVA/Human-wt/CHN/Fuzhou19-36/2019/G9P[8] segment 9, complete sequence"	Homo sapiens	
MW384335.1	G9	VP7	"MW384335.1 |Human rotavirus A strain RVA/Human-wt/CHN/Fuzhou19-38/2019/G9P[8] segment 9, complete sequence"	Homo sapiens	
MW384346.1	G9	VP7	"MW384346.1 |Human rotavirus A strain RVA/Human-wt/CHN/Fuzhou19-41/2019/G9P[8] segment 9, complete sequence"	Homo sapiens	
MW384357.1	G9	VP7	"MW384357.1 |Human rotavirus A strain RVA/Human-wt/CHN/Fuzhou19-44/2019/G9P[8] segment 9, complete sequence"	Homo sapiens	
MW384368.1	G9	VP7	"MW384368.1 |Human rotavirus A strain RVA/Human-wt/CHN/Fuzhou19-47/2019/G9P[8] segment 9, complete sequence"	Homo sapiens	
MW384379.1	G9	VP7	"MW384379.1 |Human rotavirus A strain RVA/Human-wt/CHN/Fuzhou19-50/2019/G9P[8] segment 9, complete sequence"	Homo sapiens	
MW384390.1	G9	VP7	"MW384390.1 |Human rotavirus A strain RVA/Human-wt/CHN/Fuzhou19-51/2019/G9P[8] segment 9, complete sequence"	Homo sapiens	
MW384401.1	G9	VP7	"MW384401.1 |Human rotavirus A strain RVA/Human-wt/CHN/Fuzhou19-55/2019/G9P[8] segment 9, complete sequence"	Homo sapiens	
MW384412.1	G9	VP7	"MW384412.1 |Human rotavirus A strain RVA/Human-wt/CHN/Fuzhou19-58/2019/G9P[8] segment 9, complete sequence"	Homo sapiens	
MW384269.1	G9	VP7	"MW384269.1 |Human rotavirus A strain RVA/Human-wt/CHN/Fuzhou19-71/2019/G9P[8] segment 9, complete sequence"	Homo sapiens	
MW384280.1	G9	VP7	"MW384280.1 |Human rotavirus A strain RVA/Human-wt/CHN/Fuzhou19-81/2019/G9P[8] segment 9, complete sequence"	Homo sapiens	
MW384291.1	G9	VP7	"MW384291.1 |Human rotavirus A strain RVA/Human-wt/CHN/Fuzhou19-84/2019/G9P[8] segment 9, complete sequence"	Homo sapiens	
KF371920.1	G3	VP7	"KF371920.1 |Human rotavirus A strain RVA/Human-wt/CHN/L1066/2009/G3P[8] segment 9, complete sequence"	Homo sapiens	
KF371953.1	G3	VP7	"KF371953.1 |Human rotavirus A strain RVA/Human-wt/CHN/L1450/2012/G3P[8] segment 9, complete sequence"	Homo sapiens	
KF371942.1	G3	VP7	"KF371942.1 |Human rotavirus A strain RVA/Human-wt/CHN/L1621/2013/G3P[8] segment 9, complete sequence"	Homo sapiens	
DQ873671.1	G3	VP7	"DQ873671.1 |Human rotavirus A strain RVA/Human-wt/CHN/L210/2005/G3P[8] segment 9, complete sequence"	Homo sapiens	
EU708580.1	G3	VP7	"EU708580.1 |Human rotavirus A strain RVA/Human-wt/CHN/L478/2006/G3P[8] segment 9, complete sequence"	Homo sapiens	
KF371964.1	G3	VP7	"KF371964.1 |Human rotavirus A strain RVA/Human-wt/CHN/R107/2003/G3P[8] segment 9, complete sequence"	Homo sapiens	
KF371931.1	G3	VP7	"KF371931.1 |Human rotavirus A strain RVA/Human-wt/CHN/R1267/2006/G3P[8] segment 9, complete sequence"	Homo sapiens	
KF371986.1	G3	VP7	"KF371986.1 |Human rotavirus A strain RVA/Human-wt/CHN/R1604/2011/G3P[8] segment 9, complete sequence"	Homo sapiens	
KF726066.1	G4	VP7	"KF726066.1 |Human rotavirus A strain RVA/Human-wt/CHN/R1954/2013/G4P[6] segment 9, complete sequence"	Homo sapiens	
KF371975.1	G3	VP7	"KF371975.1 |Human rotavirus A strain RVA/Human-wt/CHN/R303/2004/G3P[8] segment 9, complete sequence"	Homo sapiens	
KF726055.1	G3	VP7	"KF726055.1 |Human rotavirus A strain RVA/Human-wt/CHN/R946/2006/G3P[6] segment 9, complete sequence"	Homo sapiens	
KF371997.1	G3	VP7	"KF371997.1 |Human rotavirus A strain RVA/Human-wt/CHN/Y106/2004/G3P[8] segment 9, complete sequence"	Homo sapiens	
KF372008.1	G3	VP7	"KF372008.1 |Human rotavirus A strain RVA/Human-wt/CHN/Z1557/2011/G3P[8] segment 9, complete sequence"	Homo sapiens	
KF372019.1	G3	VP7	"KF372019.1 |Human rotavirus A strain RVA/Human-wt/CHN/Z1602/2012/G3P[8] segment 9, complete sequence"	Homo sapiens	
JF460828.1	G3	VP7	"JF460828.1 |Rotavirus A Hu/BEL/F01322/2009/G3P[6] segment 9, complete sequence"	Homo sapiens	
JF460839.1	G3	VP7	"JF460839.1 |Rotavirus A Hu/BEL/F01498/2009/G3P[6] segment 9, complete sequence"	Homo sapiens	
JF460817.1	G2	VP7	"JF460817.1 |Rotavirus A Hu/USA/06-242/2006/G2P[6] segment 9, complete sequence"	Homo sapiens	
HQ650124.1	G9	VP7	"HQ650124.1 |Rotavirus A RVA/Human-tc/USA/DS-1/1976/G2P[4] segment 9, complete sequence"	Homo sapiens	
JX195068.1	G9	VP7	"JX195068.1 |Rotavirus A RVA/Human-wt/ITA/AV21/2010/G9P8 segment 9, complete sequence"	Homo sapiens	
JX195079.1	G9	VP7	"JX195079.1 |Rotavirus A RVA/Human-wt/ITA/AV28/2010/G9P8 segment 9, complete sequence"	Homo sapiens	
JX195090.1	G9	VP7	"JX195090.1 |Rotavirus A RVA/Human-wt/ITA/JES11/2010/G9P8 segment 9, complete sequence"	Homo sapiens	
OP950166.1	G4	VP7	"OP950166.1 |Rotavirus A isolate 248 segment 9, complete sequence"	Homo sapiens	
OK349183.1	G8	VP7	"OK349183.1 |Rotavirus A isolate RVA/Human-wt/CHN/GZ-0005/2021/G8P[8] segment 9, complete sequence"	Homo sapiens	
OK349194.1	G8	VP7	"OK349194.1 |Rotavirus A isolate RVA/Human-wt/CHN/GZ-0013/2021/G8P[8] segment 9, complete sequence"	Homo sapiens	
JX406755.1	G1	VP7	"JX406755.1 |Rotavirus A strain Human-tc/USA/Wa/1974/G1P[8] segment 9, complete sequence"	Homo sapiens	
OL906385.1	G3	VP7	"OL906385.1 |Rotavirus A strain RM251122016 segment 9, complete sequence"	Homo sapiens	
OP937300.1	G3	VP7	"OP937300.1 |Rotavirus A strain RVA/AUS/Human-tc/RV3/1993/G3P[6] segment 9, complete sequence"	Homo sapiens	
DQ005120.1	G8	VP7	"DQ005120.1 |Rotavirus A strain RVA/Human-wt/COD/DRC86/2003/G8P[6] segment 9, complete sequence"	Homo sapiens	
DQ005109.1	G8	VP7	"DQ005109.1 |Rotavirus A strain RVA/Human-wt/COD/DRC88/2003/G8P[8] segment 9, complete sequence"	Homo sapiens	
KJ870905.1	G4	VP7	"KJ870905.1 |Rotavirus A strain RVA/Human-wt/COD/KisB332/2008/G4P[6] segment 9, complete sequence"	Homo sapiens	
KJ870927.1	G1	VP7	"KJ870927.1 |Rotavirus A strain RVA/Human-wt/COD/KisB504/2009/G1P[6] segment 9, complete sequence"	Homo sapiens	
KJ870916.1	G12	VP7	"KJ870916.1 |Rotavirus A strain RVA/Human-wt/COD/KisB521/2008/G12P[6] segment 9, complete sequence"	Homo sapiens	
KJ870894.1	G8	VP7	"KJ870894.1 |Rotavirus A strain RVA/Human-wt/COD/KisB554/2010/G8P[6] segment 9, complete sequence"	Homo sapiens	
KJ870883.1	G8	VP7	"KJ870883.1 |Rotavirus A strain RVA/Human-wt/COD/KisB565/2010/G8P[6] segment 9, complete sequence"	Homo sapiens	
KU870393.1	G3equine	VP7	"KU870393.1 |Rotavirus A strain RVA/Human-wt/HUN/ERN8148/2015/G3P[8] segment 9, complete sequence"	Homo sapiens	
KU870404.1	G3equine	VP7	"KU870404.1 |Rotavirus A strain RVA/Human-wt/HUN/ERN8187/2015/G3P[8] segment 9, complete sequence"	Homo sapiens	
KU870415.1	G3equine	VP7	"KU870415.1 |Rotavirus A strain RVA/Human-wt/HUN/ERN8263/2015/G3P[8] segment 9, complete sequence"	Homo sapiens	
MH704732.1	G3equine	VP7	"MH704732.1 |Rotavirus A strain RVA/Human-wt/IDN/D006389b/2014/G3P[8] segment 9, complete sequence"	Homo sapiens	
MH704733.1	G3equine	VP7	"MH704733.1 |Rotavirus A strain RVA/Human-wt/IDN/D009617g/2015/G3P[8] segment 9, complete sequence"	Homo sapiens	
PP848607.1	G9	VP7	"PP848607.1 |Rotavirus A strain RVA/Human-wt/MOZ/HCN1347/2016/G9P[6] segment 9, complete sequence"	Homo sapiens	
PP848601.1	G9	VP7	"PP848601.1 |Rotavirus A strain RVA/Human-wt/MOZ/HCN1357/2016/G9P[6] segment 9, complete sequence"	Homo sapiens	
PP848602.1	G9	VP7	"PP848602.1 |Rotavirus A strain RVA/Human-wt/MOZ/HCN1359/2016/G9P[6] segment 9, complete sequence"	Homo sapiens	
PP848603.1	G9	VP7	"PP848603.1 |Rotavirus A strain RVA/Human-wt/MOZ/HCN1369/2017/G9P[6] segment 9, complete sequence"	Homo sapiens	
PP848604.1	G9	VP7	"PP848604.1 |Rotavirus A strain RVA/Human-wt/MOZ/HCN1371/2017/G9P[6] segment 9, complete sequence"	Homo sapiens	
PP848619.1	G1	VP7	"PP848619.1 |Rotavirus A strain RVA/Human-wt/MOZ/HCN1556/2017/G1P[8] segment 9, complete sequence"	Homo sapiens	
PP848605.1	G9	VP7	"PP848605.1 |Rotavirus A strain RVA/Human-wt/MOZ/HCN1597/2017/G9P[6] segment 9, complete sequence"	Homo sapiens	
PP848770.1	G9	VP7	"PP848770.1 |Rotavirus A strain RVA/Human-wt/MOZ/HCN1600/2017/G9P[4] segment 9, complete sequence"	Homo sapiens	
PP848776.1	G9	VP7	"PP848776.1 |Rotavirus A strain RVA/Human-wt/MOZ/HCN1604/2017/G9P[4] segment 9, complete sequence"	Homo sapiens	
PP848609.1	G9	VP7	"PP848609.1 |Rotavirus A strain RVA/Human-wt/MOZ/HCN1855/2017/G9P[4] segment 9, complete sequence"	Homo sapiens	
PP848620.1	G1	VP7	"PP848620.1 |Rotavirus A strain RVA/Human-wt/MOZ/HGJM0408/2015/G1P[8] segment 9, complete sequence"	Homo sapiens	
PP848610.1	G2	VP7	"PP848610.1 |Rotavirus A strain RVA/Human-wt/MOZ/HGJM0492/2015/G2P[4] segment 9, complete sequence"	Homo sapiens	
PP848762.1	G9	VP7	"PP848762.1 |Rotavirus A strain RVA/Human-wt/MOZ/HGJM1647/2017/G9P[4] segment 9, complete sequence"	Homo sapiens	
PP848614.1	G3	VP7	"PP848614.1 |Rotavirus A strain RVA/Human-wt/MOZ/HGJM1696/2017/G3P[4] segment 9, complete sequence"	Homo sapiens	
PP848613.1	G3	VP7	"PP848613.1 |Rotavirus A strain RVA/Human-wt/MOZ/HGJM1768/2017/G3P[4] segment 9, complete sequence"	Homo sapiens	
PP848606.1	G9	VP7	"PP848606.1 |Rotavirus A strain RVA/Human-wt/MOZ/HGJM1782/2017/G9P[6] segment 9, complete sequence"	Homo sapiens	
PP848612.1	G3	VP7	"PP848612.1 |Rotavirus A strain RVA/Human-wt/MOZ/HGJM1856/2018/G3P[4] segment 9, complete sequence"	Homo sapiens	
PP848618.1	G3	VP7	"PP848618.1 |Rotavirus A strain RVA/Human-wt/MOZ/HGJM2122/2018/G3P[8] segment 9, complete sequence"	Homo sapiens	
PP848615.1	G3	VP7	"PP848615.1 |Rotavirus A strain RVA/Human-wt/MOZ/HGM1235/2016/G3P[4] segment 9, complete sequence"	Homo sapiens	
PP848608.1	G9	VP7	"PP848608.1 |Rotavirus A strain RVA/Human-wt/MOZ/HGM1883/2018/G9P[6] segment 9, complete sequence"	Homo sapiens	
PP848616.1	G3	VP7	"PP848616.1 |Rotavirus A strain RVA/Human-wt/MOZ/HGM2025/2017/G3P[8] segment 9, complete sequence"	Homo sapiens	
PP848617.1	G3	VP7	"PP848617.1 |Rotavirus A strain RVA/Human-wt/MOZ/HGM2187/2018/G3P[8] segment 9, complete sequence"	Homo sapiens	
PP848611.1	G2	VP7	"PP848611.1 |Rotavirus A strain RVA/Human-wt/MOZ/HGQ1141/2016/G2P[4] segment 9, complete sequence"	Homo sapiens	
PP848726.1	G9	VP7	"PP848726.1 |Rotavirus A strain RVA/Human-wt/MOZ/HGQ1296/2016/G9P[6] segment 9, complete sequence"	Homo sapiens	
HQ657143.1	G8	VP7	"HQ657143.1 |Rotavirus A strain RVA/Human-wt/MWI/1473/2001/G8P[4] segment 9, complete sequence"	Homo sapiens	
OP717596.1	G2	VP7	"OP717596.1 |Rotavirus A strain RVA/Human-wt/MWI/BID11I/2012/G2P[4] segment 9, complete sequence"	Homo sapiens	
OP717597.1	G2	VP7	"OP717597.1 |Rotavirus A strain RVA/Human-wt/MWI/BID14S/2012/G2P[4] segment 9, complete sequence"	Homo sapiens	
OP717591.1	G2	VP7	"OP717591.1 |Rotavirus A strain RVA/Human-wt/MWI/BID155/2012/G2P[4] segment 9, complete sequence"	Homo sapiens	
OP717592.1	G2	VP7	"OP717592.1 |Rotavirus A strain RVA/Human-wt/MWI/BID156/2012/G2P[4] segment 9, complete sequence"	Homo sapiens	
OP717593.1	G2	VP7	"OP717593.1 |Rotavirus A strain RVA/Human-wt/MWI/BID157/2012/G2P[4] segment 9, complete sequence"	Homo sapiens	
OP717594.1	G2	VP7	"OP717594.1 |Rotavirus A strain RVA/Human-wt/MWI/BID15B/2012/G2P[4] segment 9, complete sequence"	Homo sapiens	
OP717595.1	G2	VP7	"OP717595.1 |Rotavirus A strain RVA/Human-wt/MWI/BID175/2012/G2P[4] segment 9, complete sequence"	Homo sapiens	
OP717620.1	G1	VP7	"OP717620.1 |Rotavirus A strain RVA/Human-wt/MWI/BID17S/2013/G1P[8] segment 9, complete sequence"	Homo sapiens	
OP717598.1	G2	VP7	"OP717598.1 |Rotavirus A strain RVA/Human-wt/MWI/BID1BS/2012/G2P[4] segment 9, complete sequence"	Homo sapiens	
OP717599.1	G2	VP7	"OP717599.1 |Rotavirus A strain RVA/Human-wt/MWI/BID1CQ/2012/G2P[4] segment 9, complete sequence"	Homo sapiens	
OP717600.1	G2	VP7	"OP717600.1 |Rotavirus A strain RVA/Human-wt/MWI/BID1E1/2012/G2P[4] segment 9, complete sequence"	Homo sapiens	
OP717601.1	G2	VP7	"OP717601.1 |Rotavirus A strain RVA/Human-wt/MWI/BID1G8/2012/G2P[4] segment 9, complete sequence"	Homo sapiens	
OP717602.1	G2	VP7	"OP717602.1 |Rotavirus A strain RVA/Human-wt/MWI/BID1GF/2012/G2P[4] segment 9, complete sequence"	Homo sapiens	
OP717603.1	G2	VP7	"OP717603.1 |Rotavirus A strain RVA/Human-wt/MWI/BID1HR/2012/G2P[4] segment 9, complete sequence"	Homo sapiens	
OP717604.1	G2	VP7	"OP717604.1 |Rotavirus A strain RVA/Human-wt/MWI/BID1PP/2013/G2P[4] segment 9, complete sequence"	Homo sapiens	
OP717615.1	G2	VP7	"OP717615.1 |Rotavirus A strain RVA/Human-wt/MWI/BID1SD/2013/G2P[4] segment 9, complete sequence"	Homo sapiens	
OP717622.1	G2	VP7	"OP717622.1 |Rotavirus A strain RVA/Human-wt/MWI/BID1VD/2014/G2P[4] segment 9, complete sequence"	Homo sapiens	
OP717623.1	G2	VP7	"OP717623.1 |Rotavirus A strain RVA/Human-wt/MWI/BID1VI/2014/G2P[4] segment 9, complete sequence"	Homo sapiens	
OP717624.1	G2	VP7	"OP717624.1 |Rotavirus A strain RVA/Human-wt/MWI/BID1ZJ/2014/G2P[4] segment 9, complete sequence"	Homo sapiens	
OP717643.1	G2	VP7	"OP717643.1 |Rotavirus A strain RVA/Human-wt/MWI/BID208/2014/G2P[4] segment 9, complete sequence"	Homo sapiens	
OP717625.1	G2	VP7	"OP717625.1 |Rotavirus A strain RVA/Human-wt/MWI/BID22C/2014/G2P[4] segment 9, complete sequence"	Homo sapiens	
