accession	serotype	segment	Organism_Name	Host	Collection_Date
KVFOXLSOJK3.1	I2	VP6	"KVFOXLSOJK3.1 |I2-RVA/Human-wt/BGD/RV176/2000/G12P6 segment VP6, complete sequence"		
67357LAUTAS.1	I2	VP6	"67357LAUTAS.1 |I2-RVA/Human-wt/BGD/RV161/2000/G12P6 segment VP6, complete sequence"		
E0Q9YOMMTU0.1	I3	VP6	"E0Q9YOMMTU0.1 |I3-RVA/Human-tc/THA/T152/1998/G12P9 segment VP6, complete sequence"		
FPRI01U2VU8.1	I3	VP6	"FPRI01U2VU8.1 |I3-RVA/Human-tc/JPN/AU-1/1982/G3P9 segment VP6, complete sequence"		
PNU4THLAG7Z.1	I4	VP6	"PNU4THLAG7Z.1 |I4-RVA/Pigeon-tc/JPN/PO-13/1983/G18P17 segment VP6, complete sequence"		
GLOWWY37R6V.1	I5	VP6	"GLOWWY37R6V.1 |I5-RVA/Pig-tc/VEN/A131/1988/G3P7 segment VP6, complete sequence"		
DBJ15BRPWSY.1	I5	VP6	"DBJ15BRPWSY.1 |I5-RVA/Pig-tc/USA/OSU/1977/G5P7 segment VP6, complete sequence"		
FF468VYG2Q1.1	I5	VP6	"FF468VYG2Q1.1 |I5-RVA/Pig-tc/VEN/A253/1988/G11P7 segment VP6, complete sequence"		
K80EHM7LJ96.1	I5	VP6	"K80EHM7LJ96.1 |I5-RVA/Pig-tc/MEX/YM/1983/G11P7 segment VP6, complete sequence"		
O9ABSXV1SJG.1	I6	VP6	"O9ABSXV1SJG.1 |I6-RVA/Horse-tc/JPN/HO-5/1982/G3P12 segment VP6, complete sequence"		
3610AM47FE0.1	I6	VP6	"3610AM47FE0.1 |I6-RVA/Horse-tc/GBR/L338/1991/G13P18 segment VP6, complete sequence"		
PW3WLKZ1NP2.1	I7	VP6	"PW3WLKZ1NP2.1 |I7-RVA/Mouse-tc/XXX/EMcN/XXXX/G16P16 segment VP6, complete sequence"		
JLKZD4ZX4HG.1	I7	VP6	"JLKZD4ZX4HG.1 |I7-RVA/Mouse-tc/USA/EW/XXXX/G16P16 segment VP6, complete sequence"		
50H32SAR0T3.1	I8	VP6	"50H32SAR0T3.1 |I8-RVA/Human-wt/THA/CMH222/2001/G3P3 segment VP6, complete sequence"		
AH4MPQ536EN.1	I9	VP6	"AH4MPQ536EN.1 |I9-RVA/Rhesus-tc/USA/TUCH/2002/G3P24 segment VP6, complete sequence"		
CHHEZ5KS51I.1	I10	VP6	"CHHEZ5KS51I.1 |I10-RVA/Sheep-tc/XXX/Lp14/XXXX/G10P15 segment VP6, complete sequence"		
ONUE8KIQSOX.1	I11	VP6	"ONUE8KIQSOX.1 |I11-RVA/Chicken-tc/DEU/02V0002G3/2002/G19P30 segment VP6, complete sequence"		
2D0S8PB6YUY.1	I12	VP6	"2D0S8PB6YUY.1 |I12-RVA/Human-wt/NPL/KTM368/2004/G11P25 segment VP6, complete sequence"		
ON988158.1	I32	VP6	"ON988158.1 |Rotavirus A isolate RVA/Common shrew-wt/GER/KS11-0893/2010/G42P[58] segment VP6, complete sequence"	Sorex araneus	2010
LC638703.2	I31	VP6	"LC638703.2 |Rotavirus A RVA/MultimammateMouse-wt/ZMB/MpR12/2012/G41P[57] VP6 gene for intermediate capsid protein VP6, complete cds"	Mastomys natalensis	2012
MN528079.1	I30	VP6	"MN528079.1 |Rotavirus A isolate RVA/Bat-wt/GAB/GKS-929/2009/G3P[2] VP6 (VP6) gene, complete cds"	Macronycteris gigas	2009
MN307990.1	I27	VP6	"MN307990.1 |Rotavirus A isolate RVA/shrew-wt/GER/KS/11/2281/2011 segment VP6, complete sequence"	Sorex araneus	2011
LC208549.1	I26	VP6	"LC208549.1 |Rotavirus A RVA/Raccoon-tc/JPN/Rac-311/2011/G34P[17] VP6 gene for structural protein VP6, complete cds, strain: RVA/Raccoon-tc/JPN/Rac-311/2011/G34P[17]"	Procyon lotor	2011-08
KX814934.1	I25	VP6	"KX814934.1 |Rotavirus A isolate RVA/Bat-wt/CHN/GLRL1/2005/G33P[48] segment VP6, complete sequence"	Rousettus leschenaultii	2005
KX268758.1	I22	VP6	"KX268758.1 |Rotavirus A isolate Bat-wt/CMR/BatLi09/2014/G30P42_I22 segment VP6, complete sequence"	Eidolon helvum	2014-04
KU243658.1	I24	VP6	"KU243658.1 |Rotavirus G28 strain RVA/Shrew/CHN/LW9/2013 VP6 gene, partial cds"	Homo sapiens	2013
LC088222.1	I21	VP6	"LC088222.1 |Rotavirus A VP6 gene for VP6 protein, complete cds, strain: RVA/CommonGull-wt/JPN/Ho374/2013/G28P[39]"	Larus canus	2013
AB971764.1	I19	VP6	"AB971764.1 |Rotavirus A VP6 gene for inner capsid protein VP6, complete cds, strain: RVA/SugarGlider-tc/JPN/SG385/2012/G27P[36]"	Petaurus breviceps	2012-02-15
KJ879452.1	I20	VP6	"KJ879452.1 |Rotavirus A/Rat-wt/GER/KS-11-573/2011/G3P[3] segment VP6, complete sequence"	Rattus norvegicus	2010
KF185107.1	I18	VP6	"KF185107.1 |Human rotavirus A strain RVA/Human-wt/BRA/QUI-35-F5/2010/G3P[9] segment 6 inner capsid protein segment VP6, complete sequence"	Homo sapiens	2012-07-21
JQ423906.1	I17	VP6	"JQ423906.1 |Lapine rotavirus strain N5 segment 6, complete sequence"	Leporidae	1992
GU983675.1	I15	VP6	"GU983675.1 |Rotavirus A bat/4852/Kenya/2007 segment VP6, complete sequence"	Eidolon helvum	2007
HM627557.1	I16	VP6	"HM627557.1 |Human rotavirus A strain B10 VP6 protein (VP6) gene, complete cds"	Homo sapiens	1987
GU183245.1	I14	VP6	"GU183245.1 |Rotavirus A Po/CE-M-06-0003/Canada/2006/G2P[27]I14 VP6 gene, partial cds"	Sus scrofa	2006
GU199496.1	I12	VP6	"GU199496.1 |Rotavirus A strain RVA/Human-wt/NPL/KTM368/2004/G11P[25] segment VP6, complete sequence"	Homo sapiens	2004-04
EU805774.2	I13	VP6	"EU805774.2 |Human rotavirus A isolate Ecu534 segment VP6, complete sequence"	Homo sapiens	2006-07
