accession	serotype	segment	Organism_Name	Host	Collection_Date
KX814940.1	E25	NSP4	"KX814940.1 |Rotavirus A isolate RVA/Bat-wt/CHN/GLRL1/2005/G33P[48] segment NSP4, complete sequence"	Rousettus leschenaultii	2005
KX268763.1	E22	NSP4	"KX268763.1 |Rotavirus A isolate Bat-wt/CMR/BatLi09/2014/G30P42_E22 segment NSP4, complete sequence"	Eidolon helvum	2014-04
KX268785.1	E23	NSP4	"KX268785.1 |Rotavirus A isolate Bat-wt/CMR/BatLy03/2014/G25P43_E23 segment NSP4, complete sequence"	Eidolon helvum	2013-12
KU243476.1	E24	NSP4	"KU243476.1 |Rotavirus G28 strain RVA/Shrew/CHN/LW9/2013 NSP4 gene, partial cds"	Homo sapiens	2013
KT873806.1	E19	NSP4	"KT873806.1 |Rotavirus A strain fox-wt/ITA/288356/2011/G18P[17] segment 10 segment NSP4, complete sequence"	Canidae	2011
LC088227.1	E21	NSP4	"LC088227.1 |Rotavirus A NSP4 gene for NSP4 protein, complete cds, strain: RVA/CommonGull-wt/JPN/Ho374/2013/G28P[39]"	Larus canus	2013
AB971769.1	E17	NSP4	"AB971769.1 |Rotavirus A NSP4 gene for non-structural protein 4, complete cds, strain: RVA/SugarGlider-tc/JPN/SG385/2012/G27P[36]"	Petaurus breviceps	2012-02-15
KJ879457.1	E18	NSP4	"KJ879457.1 |Rotavirus A/Rat-wt/GER/KS-11-573/2011/G3P[3] segment NSP4, complete sequence"	Rattus norvegicus	2010
JX968472.2	E15	NSP4	"JX968472.2 |Rotavirus A isolate camel/KUW/s21/2010/G10P[15] NSP4 gene, partial cds"	Camelus	2010
JX070055.1	E16	NSP4	"JX070055.1 |Rotavirus A strain RVA/Vicuna-wt/ARG/C75/2010/G8P[14] segment NSP4, complete sequence"	Vicugna vicugna	2008
JF712564.1	E14	NSP4	"JF712564.1 |Rotavirus A strain RVA/Horse-tc/GBR/L338/1991/G13P[18] segment NSP4, complete sequence"	Equus caballus	1991
JF712575.1	E12	NSP4	"JF712575.1 |Rotavirus A strain RVA/Horse-wt/ARG/E30/1993/G3P[12] segment NSP4, complete sequence"	Equus caballus	1993
HM627562.1	E13	NSP4	"HM627562.1 |Human rotavirus A strain B10 NSP4 protein (NSP4) gene, complete cds"	Homo sapiens	1987
