accession	serotype	segment	Organism_Name	Host	Collection_Date
9H7K0KHZ9QP.1	M1	VP3	"9H7K0KHZ9QP.1 |M1-RVA/Human-wt/BGD/Matlab13/2003/G12P6 segment VP3, complete sequence"		
0ZZ5M2IFQ20.1	M1	VP3	"0ZZ5M2IFQ20.1 |M1-RVA/Human-wt/BEL/B3458/2003/G9P8 segment VP3, complete sequence"		
M1DE52B0ZVR.1	M1	VP3	"M1DE52B0ZVR.1 |M1-RVA/Human-tc/USA/D/1974/G1P8 segment VP3, complete sequence"		
3GCZHUIXQ3V.1	M1	VP3	"3GCZHUIXQ3V.1 |M1-RVA/Human-tc/USA/P/1974/G3P8 segment VP3, complete sequence"		
PV0QWLY8ZAW.1	M1	VP3	"PV0QWLY8ZAW.1 |M1-RVA/Human-tc/GBR/ST3/1975/G4P6 segment VP3, complete sequence"		
7AG5PVMHJET.1	M1	VP3	"7AG5PVMHJET.1 |M1-RVA/Human-tc/BRA/IAL28/1992/G5P8 segment VP3, complete sequence"		
FFTIZ7CPW4A.1	M2	VP3	"FFTIZ7CPW4A.1 |M2-RVA/Human-tc/USA/DS-1/1976/G2P4 segment VP3, complete sequence"		
9CH09UMJ0Z1.1	M2	VP3	"9CH09UMJ0Z1.1 |M2-RVA/Human-wt/CHN/TB-Chen/1996/G2P4 segment VP3, complete sequence"		
9UURP5UZKWE.1	M2	VP3	"9UURP5UZKWE.1 |M2-RVA/Human-wt/BEL/B1711/2002/G6P6 segment VP3, complete sequence"		
QFF100599VH.1	M2	VP3	"QFF100599VH.1 |M2-RVA/Human-tc/USA/Se584/1998/G6P9 segment VP3, complete sequence"		
1U1G9W7457H.1	M2	VP3	"1U1G9W7457H.1 |M2-RVA/Human-wt/HUN/Hun5/1997/G6P14 segment VP3, complete sequence"		
0GX4M8AEEPG.1	M2	VP3	"0GX4M8AEEPG.1 |M2-RVA/Human-tc/AUS/MG6/1993/G6P14 segment VP3, complete sequence"		
UGN1YLQK473.1	M2	VP3	"UGN1YLQK473.1 |M2-RVA/Human-tc/ITA/PA169/1988/G6P14 segment VP3, complete sequence"		
TVUL762OVP6.1	M2	VP3	"TVUL762OVP6.1 |M2-RVA/Human-wt/ITA/111-05-27/2005/G6P14 segment VP3, complete sequence"		
L5WPZ0PFWOK.1	M2	VP3	"L5WPZ0PFWOK.1 |M2-RVA/Human-wt/BEL/B10925/1997/G6P14 segment VP3, complete sequence"		
5IQ3MRRSZJQ.1	M2	VP3	"5IQ3MRRSZJQ.1 |M2-RVA/Human-wt/COD/DRC86/2003/G8P6 segment VP3, complete sequence"		
LWA0JO6N8TK.1	M2	VP3	"LWA0JO6N8TK.1 |M2-RVA/Human-wt/COD/DRC88/2003/G8P8 segment VP3, complete sequence"		
BJDM3M8AE93.1	M2	VP3	"BJDM3M8AE93.1 |M2-RVA/Human-tc/IND/69M/1980/G8P10 segment VP3, complete sequence"		
UVTMTKWNRVB.1	M1	VP3	"UVTMTKWNRVB.1 |M1-RVA/Human-tc/GBR/A64/1987/G10P14 segment VP3, complete sequence"		
R98RCB59D1E.1	M2	VP3	"R98RCB59D1E.1 |M2-RVA/Human-tc/PHL/L26/1987/G12P4 segment VP3, complete sequence"		
09HMDBOIRV8.1	M2	VP3	"09HMDBOIRV8.1 |M2-RVA/Human-wt/BGD/N26/2002/G12P6 segment VP3, complete sequence"		
UN7ZIR25WMJ.1	M2	VP3	"UN7ZIR25WMJ.1 |M2-RVA/Human-wt/BGD/RV176/2000/G12P6 segment VP3, complete sequence"		
WL56O60DYYT.1	M2	VP3	"WL56O60DYYT.1 |M2-RVA/Human-wt/BGD/RV161/2000/G12P6 segment VP3, complete sequence"		
PT2R9Q6E9BF.1	M2	VP3	"PT2R9Q6E9BF.1 |M2-RVA/Cow-tc/FRA/RF/1982/G6P1 segment VP3, complete sequence"		
U1SVAPIV0IB.1	M2	VP3	"U1SVAPIV0IB.1 |M2-RVA/Cow-tc/GBR/UK/1973/G6P5 segment VP3, complete sequence"		
6EPUEU743G0.1	M2	VP3	"6EPUEU743G0.1 |M2-RVA/Cow-tc/USA/WC3/1981/G6P5 segment VP3, complete sequence"		
6VW21W02IMY.1	M2	VP3	"6VW21W02IMY.1 |M2-RVA/Sheep-tc/ESP/OVR762/2002/G8P14 segment VP3, complete sequence"		
909LF1QRWIN.1	M3	VP3	"909LF1QRWIN.1 |M3-RVA/Human-tc/JPN/AU-1/1982/G3P9 segment VP3, complete sequence"		
5K2GMRUTGTM.1	M3	VP3	"5K2GMRUTGTM.1 |M3-RVA/Human-wt/BEL/B4106/2000/G3P14 segment VP3, complete sequence"		
PDKDX48ENCQ.1	M3	VP3	"PDKDX48ENCQ.1 |M3-RVA/Rabbit-tc/ITA/30-96/1996/G3P14 segment VP3, complete sequence"		
62B0NDJBXI1.1	M3	VP3	"62B0NDJBXI1.1 |M3-RVA/Human-tc/THA/T152/1998/G12P9 segment VP3, complete sequence"		
9O7ZZJUIOCD.1	M4	VP3	"9O7ZZJUIOCD.1 |M4-RVA/Pigeon-tc/JPN/PO-13/1983/G18P17 segment VP3, complete sequence"		
BK2E219W96N.1	M5	VP3	"BK2E219W96N.1 |M5-RVA/Simian-tc/ZAF/SA11-H96/1958/G3P2 segment VP3, complete sequence"		
A7H74B8YAHF.1	M6	VP3	"A7H74B8YAHF.1 |M6-RVA/Horse-tc/GBR/L338/1991/G13P18 segment VP3, complete sequence"		
P4H645VH0XB.1	M7	VP3	"P4H645VH0XB.1 |M7-RVA/Chicken-tc/DEU/02V0002G3/2002/G19P30 segment VP3, complete sequence"		
ON988155.1	L24	VP3	"ON988155.1 |Rotavirus A isolate RVA/Common shrew-wt/GER/KS11-0893/2010/G42P[58] segment VP3, complete sequence"	Sorex araneus	2010
MZ054766.1	M22	VP3	"MZ054766.1 |Rotavirus A isolate RVA/Common shrew-wt/GER/KS14-269/2014/G39P[55] segment 3 segment VP3, complete sequence"	Sorex araneus	2014
LC638700.2	M23	VP3	"LC638700.2 |Rotavirus A RVA/MultimammateMouse-wt/ZMB/MpR12/2012/G41P[57] VP3 gene for protein VP3, complete cds"	Mastomys natalensis	2012
MH285839.1	M20	VP3	"MH285839.1 |Bat rotavirus isolate BatRVA/KEN/BATp39/Rousettus aegyptiacus/2015 VP3 protein (VP3) gene, complete cds"	Rousettus aegyptiacus	2015-03
LC208547.1	M19	VP3	"LC208547.1 |Rotavirus A RVA/Raccoon-tc/JPN/Rac-311/2011/G34P[17] VP3 gene for structural protein VP3, complete cds, strain: RVA/Raccoon-tc/JPN/Rac-311/2011/G34P[17]"	Procyon lotor	2011-08
KX257408.1	M12	VP3	"KX257408.1 |Rotavirus A strain RVA/Human-wt/SUR/2014735512/2013/G20P[28] segment 3 segment VP3, complete sequence"	Homo sapiens	2013-02-15
KX814937.1	M18	VP3	"KX814937.1 |Rotavirus A isolate RVA/Bat-wt/CHN/GLRL1/2005/G33P[48] segment VP3, complete sequence"	Rousettus leschenaultii	2005
KX268745.1	M14	VP3	"KX268745.1 |Rotavirus A isolate Bat-wt/CMR/BatLi10/2014/G30P[42]-M14 segment VP3, complete sequence"	Chiroptera	2014-05
KX268778.1	M15	VP3	"KX268778.1 |Rotavirus A isolate Bat-wt/CMR/BatLy03/2014/G25P43_M15 segment VP3, complete sequence"	Eidolon helvum	2013-12
KU243598.1	M17	VP3	"KU243598.1 |Rotavirus G28 strain RVA/Shrew/CHN/LW9/2013 VP3 gene, partial cds"	Homo sapiens	2013
LC088220.1	M13	VP3	"LC088220.1 |Rotavirus A VP3 gene for VP3 protein, complete cds, strain: RVA/CommonGull-wt/JPN/Ho374/2013/G28P[39]"	Larus canus	2013
KR632625.1	M11	VP3	"KR632625.1 |Rotavirus A strain human-wt/ITA/ME848/12/2012/G12P9 segment VP3, complete sequence"	Homo sapiens	2012-08
AB971762.1	M9	VP3	"AB971762.1 |Rotavirus A VP3 gene for VP3 protein, complete cds, strain: RVA/SugarGlider-tc/JPN/SG385/2012/G27P[36]"	Petaurus breviceps	2012-02-15
KJ879450.1	M10	VP3	"KJ879450.1 |Rotavirus A/Rat-wt/GER/KS-11-573/2011/G3P[3] segment VP3, complete sequence"	Rattus norvegicus	2010
GQ479949.1	M8	VP3	"GQ479949.1 |Murine rotavirus strain ETD_822 segment VP3, complete sequence"	NA	2007-01
FJ169855.1	M7	VP3	"FJ169855.1 |Rotavirus A strain 02V0002G3 segment 3, complete sequence"	Gallus gallus	2002
